问题id,问题文本,知识点名称,认知目标层次,知识点类型
L7l1jBBvBLJBDF3TuMf,下列说法正确的是(   )A．为了解我国中小学生的睡眠情况，应采取全面调查的方式   B．一组数据1，2，5，5，5，3，3的众数和平均数都是3   C．若甲、乙两组数据的方差分别是0.01，0.1，则甲组数据比乙组数据更稳定   D．抛掷一枚硬币200次，一定有100次“正面向上”,平均数的计算,应用,题型
L7l1jBBvBLJBDF3TuMf,下列说法正确的是(   )A．为了解我国中小学生的睡眠情况，应采取全面调查的方式   B．一组数据1，2，5，5，5，3，3的众数和平均数都是3   C．若甲、乙两组数据的方差分别是0.01，0.1，则甲组数据比乙组数据更稳定   D．抛掷一枚硬币200次，一定有100次“正面向上”,抽样调查的定义,记忆,知识点
L7l1jBBvBLJBDF3TuMf,下列说法正确的是(   )A．为了解我国中小学生的睡眠情况，应采取全面调查的方式   B．一组数据1，2，5，5，5，3，3的众数和平均数都是3   C．若甲、乙两组数据的方差分别是0.01，0.1，则甲组数据比乙组数据更稳定   D．抛掷一枚硬币200次，一定有100次“正面向上”,众数的计算,应用,题型
L7l1jBBvBLJBDF3TuMf,下列说法正确的是(   )A．为了解我国中小学生的睡眠情况，应采取全面调查的方式   B．一组数据1，2，5，5，5，3，3的众数和平均数都是3   C．若甲、乙两组数据的方差分别是0.01，0.1，则甲组数据比乙组数据更稳定   D．抛掷一枚硬币200次，一定有100次“正面向上”,数据的波动性与稳定性的判断,分析,题型
L7l1jBBvBLJBDF3TuMf,下列说法正确的是(   )A．为了解我国中小学生的睡眠情况，应采取全面调查的方式   B．一组数据1，2，5，5，5，3，3的众数和平均数都是3   C．若甲、乙两组数据的方差分别是0.01，0.1，则甲组数据比乙组数据更稳定   D．抛掷一枚硬币200次，一定有100次“正面向上”,全面调查的定义,记忆,知识点
L7l1jBBvBLJBDF3TuMf,下列说法正确的是(   )A．为了解我国中小学生的睡眠情况，应采取全面调查的方式   B．一组数据1，2，5，5，5，3，3的众数和平均数都是3   C．若甲、乙两组数据的方差分别是0.01，0.1，则甲组数据比乙组数据更稳定   D．抛掷一枚硬币200次，一定有100次“正面向上”,众数,记忆,知识点
L7l1jBBvBLJBDF3TuMf,下列说法正确的是(   )A．为了解我国中小学生的睡眠情况，应采取全面调查的方式   B．一组数据1，2，5，5，5，3，3的众数和平均数都是3   C．若甲、乙两组数据的方差分别是0.01，0.1，则甲组数据比乙组数据更稳定   D．抛掷一枚硬币200次，一定有100次“正面向上”,方差,记忆,知识点
L7l1jBBvBLJBDF3TuMf,下列说法正确的是(   )A．为了解我国中小学生的睡眠情况，应采取全面调查的方式   B．一组数据1，2，5，5，5，3，3的众数和平均数都是3   C．若甲、乙两组数据的方差分别是0.01，0.1，则甲组数据比乙组数据更稳定   D．抛掷一枚硬币200次，一定有100次“正面向上”,平均数,记忆,知识点
L7l1jBBvBLJBDF3TuMf,下列说法正确的是(   )A．为了解我国中小学生的睡眠情况，应采取全面调查的方式   B．一组数据1，2，5，5，5，3，3的众数和平均数都是3   C．若甲、乙两组数据的方差分别是0.01，0.1，则甲组数据比乙组数据更稳定   D．抛掷一枚硬币200次，一定有100次“正面向上”,调查方式的合理性的判断,分析,题型
lfy7nhnBp0zrv69jIEh,估计 $\sqrt2$ （ $\sqrt8+\sqrt{10}$ ）的值应在(   )A．7和8之间B．8和9之间C．9和10之间D．10和11之间,算术平方根的估算,应用,题型
lfy7nhnBp0zrv69jIEh,估计 $\sqrt2$ （ $\sqrt8+\sqrt{10}$ ）的值应在(   )A．7和8之间B．8和9之间C．9和10之间D．10和11之间,二次根式的混合运算,应用,题型
LoLF79UvSkGuTppRAa2,负数的概念最早出现在我国古代著名的数学专著《九章算术》中．如果把收入5元记作+5元，那么支出5元记作(   )A．﹣5元B．0元C．+5元D．+10元,相反意义的量,理解,知识点
LoLF79UvSkGuTppRAa2,负数的概念最早出现在我国古代著名的数学专著《九章算术》中．如果把收入5元记作+5元，那么支出5元记作(   )A．﹣5元B．0元C．+5元D．+10元,正负数在实际生活中的应用,理解,题型
loVvuYUjxoKCBJ0tgXF,先化简，再求值：（a+2b）<sup>2</sup>+（a+2b）（a﹣2b）+2a（b﹣a），其中a $=\sqrt3-\sqrt2$ ，b $=\sqrt3+\sqrt2$ ．,整式混合运算的化简与求值,应用,题型
luzPCKkS5agqH9Tpmji,“五一”假期，宜昌旅游市场接待游客606.7万人次，实现旅游总收入41.5亿元．数据“41.5亿”用科学记数法表示为(   )A．415×10<sup>7</sup> B．41.5×10<sup>8</sup>C．4.15×10<sup>9</sup>D．4.15×10<sup>10</sup>,用科学记数法表示数及递用还原数,应用,题型
LVh0jWK5FlSuM1zr0So,"实数m，n分别满足m<sup>2</sup>-3m+2=0,n<sup>2</sup>-3n+2=0,且m≠n,则 $\frac1m+\frac1n$ 的值是                    .",用韦达定理求式子的值,应用,题型
LY2fYafXFbtB38DLebX,反比例函数y $=\frac6x$ 的图象一定经过的点是(   )A．（﹣3，2）B．（2，﹣3）C．（﹣2，﹣4）D．（2，3）,点与反比例函数的图象的关系应用,应用,题型
lyZUxNrRIP8w06jRCjU,为了加强中学生“五项管理”，葛洪学校就“作业管理”、“睡眠管理”、“手机管理”、“读物管理”、“体质管理”五个方面对各班进行考核打分（各项满分均为100），九（1）班的五项得分依次为95，90，85，90，92，则这组数据的众数是___________．,众数的计算,应用,题型
m1SUfFopHL1nSaa9WnQ,﹣5的绝对值是(   )A． $\frac15$ B．5C．﹣5D． $-\frac15$,求绝对值,应用,题型
mC1j9XBs1GtugBhXtxf,掷一枚质地均匀的正方体骰子，向上一面的点数为偶数的概率是(   )A． $\frac16$ B． $\frac13$  C． $\frac12$ D． $\frac23$,利用概率的定义求概率,应用,题型
MDnxLkXU4y9yRBLVs3J,$1-\sqrt2$ 的绝对值是(   )A．1 $-\sqrt2$  B． $\sqrt2-$ 1 C．1 $+\sqrt2$  D．±（ $\sqrt2-$ 1）,求绝对值,理解,题型
MDnxLkXU4y9yRBLVs3J,$1-\sqrt2$ 的绝对值是(   )A．1 $-\sqrt2$  B． $\sqrt2-$ 1 C．1 $+\sqrt2$  D．±（ $\sqrt2-$ 1）,算术平方根的估算,应用,题型
micnFCZlQ1RFtgApXSS,先化简，再求值： $\frac a{a^2-1}-\frac1{a^2-1}$ ，其中a=2．,分式的化简与求值,应用,题型
MromcPijH0zBembpmp3,已知x<sup>2</sup>﹣x﹣1＝0，计算 $(\frac2{x+1}-\frac1x)\div\frac{x^2-x}{x^2+2x+1}$ 的值是(   )A．1B．﹣1 C．2 D．﹣2,分式的化简与求值,应用,题型
muccOqymLSVpYfH3NPP,某天老师给同学们出了一道趣味数学题：设有编号为1﹣100的100盏灯，分别对应着编号为1﹣100的100个开关，灯分为“亮”和“不亮”两种状态，每按一次开关改变一次相对应编号的灯的状态，所有灯的初始状态为“不亮”．现有100个人，第1个人把所有编号是1的整数倍的开关按一次，第2个人把所有编号是2的整数倍的开关按一次，第3个人把所有编号是3的整数倍的开关按一次，……，第100个人把所有编号是100的整数倍的开关按一次．问最终状态为“亮”的灯共有多少盏？几位同学对该问题展开了讨论：甲：应分析每个开关被按的次数找出规律；乙：1号开关只被第1个人按了1次，2号开关被第1个人和第2个人共按了2次，3号开关被第1个人和第3个人共按了2次，……丙：只有按了奇数次的开关所对应的灯最终是“亮”的状态．根据以上同学的思维过程，可以得出最终状态为“亮”的灯共有 　               　盏．,数的规律问题,分析,题型
mvJunROS25bAS0OTz0H,定义新运算：a⊗b $=\left\{\begin{array}{l}a^2-b，a\leq0，\-a+b，a＞0.\end{array}\right.$ 例如：﹣2⊗4＝（﹣2）<sup>2</sup>﹣4＝0，2⊗3＝﹣2+3＝1．若x⊗1 $=-\frac34$ ，则x的值为 　          　．,新定义问题,分析,题型
N2uB5T5rN3Q680RYuA3,计算：|﹣5|+（2 $-\sqrt3$ ）<sup>0</sup>＝　            　．,零指数幂,记忆,知识点
N2uB5T5rN3Q680RYuA3,计算：|﹣5|+（2 $-\sqrt3$ ）<sup>0</sup>＝　            　．,实数的运算,应用,题型
N7dap9TlCwXJOTq2JhY,函数y $=\frac x{\sqrt{x+3}}+\frac1{x-1}$ 的自变量x的取值范围是(   )A．x≠﹣3且x≠1B．x＞﹣3且x≠1C．x＞﹣3D．x≥﹣3且x≠1,求自变量的取值范围,应用,题型
ND9z98ecbryqHA9SYR5,先化简，再求值：（ $\frac{2x-y}{x+y}-\frac{x^2-2xy+y^2}{x^2-y^2}$ ） $\div\frac{x-y}{x+y}$ ，其中x＝（ $\frac12$ ）<sup>﹣1</sup>，y＝（﹣2023）<sup>0</sup>．,分式的化简与求值,应用,题型
NeIxgdICCMuXA7grnj2,计算：|1 $-\sqrt2$ |+（ $\frac12$ ）<sup>﹣2</sup>﹣（π﹣2023）<sup>0</sup>．,零指数幂,记忆,知识点
NeIxgdICCMuXA7grnj2,计算：|1 $-\sqrt2$ |+（ $\frac12$ ）<sup>﹣2</sup>﹣（π﹣2023）<sup>0</sup>．,负整数指数幂,记忆,知识点
NeIxgdICCMuXA7grnj2,计算：|1 $-\sqrt2$ |+（ $\frac12$ ）<sup>﹣2</sup>﹣（π﹣2023）<sup>0</sup>．,实数的运算,应用,题型
nfjfiXghb5RrRYXLKJQ,已知不等式组 $\left\{\begin{array}{l}x-a＞2\x+1＜b\end{array}\right.$ 的解集是-1＜x＜1，则(a+b)<sup>2023</sup>=(   )A. 0B. -1C. 1D. 2023,解一元一次不等式组,应用,题型
NgzqjdXv486S9kyzRsa,甲、乙两个工程队共同修一条道路，其中甲工程队需要修9千米，乙工程队需要修12千米．已知乙工程队每个月比甲工程队多修1千米，最终用的时间比甲工程队少半个月．若设甲工程队每个月修x千米，则可列出方程为(   )A． $\frac9x-\frac{12}{x+1}=\frac12$  B． $\frac{12}{x+1}-\frac9x=\frac12$    C． $\frac9{x+1}-\frac{12}x=\frac12$ D． $\frac{12}x-\frac9{x+1}=\frac12$,列分式方程解决工程问题,应用,题型
niXbf1RSZOROANoCzUS,《九章算术》中有一道关于古代驿站送信的题目，其白话译文为：一份文件，若用慢马送到900里远的城市，所需时间比规定时间多1天；若改为快马派送，则所需时间比规定时间少3天，已知快马的速度是慢马的2倍，求规定时间，设规定时间为x天，则可列出正确的方程为(   )A． $\frac{900}{x+3}=$ 2 $\times\frac{900}{x-1}$  B． $\frac{900}{x-3}=$ 2 $\times\frac{900}{x+1}$    C． $\frac{900}{x-1}=$ 2 $\times\frac{900}{x+3}$  D． $\frac{900}{x+1}=$ 2 $\times\frac{900}{x-3}$,列分式方程解决行程问题,应用,题型
NNNXv7eoI1qTbAWUDHN,甲、乙两人在相同的条件下，各射击10次，经计算：甲射击成绩的平均数是8环，方差是1.1；乙射击成绩的平均数是8环，方差是1.5．下列说法中不一定正确的是(   )A．甲、乙的总环数相同   B．甲的成绩比乙的成绩稳定   C．乙的成绩比甲的成绩波动大   D．甲、乙成绩的众数相同,平均数,记忆,知识点
NNNXv7eoI1qTbAWUDHN,甲、乙两人在相同的条件下，各射击10次，经计算：甲射击成绩的平均数是8环，方差是1.1；乙射击成绩的平均数是8环，方差是1.5．下列说法中不一定正确的是(   )A．甲、乙的总环数相同   B．甲的成绩比乙的成绩稳定   C．乙的成绩比甲的成绩波动大   D．甲、乙成绩的众数相同,平均数、中位数、众数、方差概念的理解,理解,题型
NNNXv7eoI1qTbAWUDHN,甲、乙两人在相同的条件下，各射击10次，经计算：甲射击成绩的平均数是8环，方差是1.1；乙射击成绩的平均数是8环，方差是1.5．下列说法中不一定正确的是(   )A．甲、乙的总环数相同   B．甲的成绩比乙的成绩稳定   C．乙的成绩比甲的成绩波动大   D．甲、乙成绩的众数相同,方差,记忆,知识点
NQusTdQw0JEjnt8RxAY,分式方程 $\frac x{x-3}=$  $\frac{x+1}{x-1}$ 的解是 　             　．,解分式方程,应用,题型
Nz6UC5JIVeRajZ7VpwS,对于任意实数a，b，a<sup>3</sup>+b<sup>3</sup>＝（a+b）（a<sup>2</sup>﹣ab+b<sup>2</sup>）恒成立，则下列关系式正确的是(   )A．a<sup>3</sup>﹣b<sup>3</sup>＝（a﹣b）（a<sup>2</sup>+ab+b<sup>2</sup>）   B．a<sup>3</sup>﹣b<sup>3</sup>＝（a+b）（a<sup>2</sup>+ab+b<sup>2</sup>）   C．a<sup>3</sup>﹣b<sup>3</sup>＝（a﹣b）（a<sup>2</sup>﹣ab+b<sup>2</sup>）   D．a<sup>3</sup>﹣b<sup>3</sup>＝（a+b）（a<sup>2</sup>+ab﹣b<sup>2</sup>）,因式分解的应用,应用,题型
O26LjrLQtTPz5qz7nl1,计算：（﹣2）<sup>2</sup>+（﹣2）×2＝　              　．,有理数的混合运算,应用,题型
OaHIOZbGVVswUwNpNgZ,一元二次方程x<sup>2</sup>﹣4x+3＝0配方为（x﹣2）<sup>2</sup>＝k，则k的值是 　              　．,配方法解一元二次方程的一般步骤,理解,知识点
OaHIOZbGVVswUwNpNgZ,一元二次方程x<sup>2</sup>﹣4x+3＝0配方为（x﹣2）<sup>2</sup>＝k，则k的值是 　              　．,配方法解一元二次方程,应用,题型
Ocue1Mg1wtalmmC5OlU,哥德巴赫提出“每个大于2的偶数都可以表示为两个质数之和”的猜想，我国数学家陈景润在哥德巴赫猜想的研究中取得了世界领先的成果．在质数2，3，5中，随机选取两个不同的数，其和是偶数的概率是(   )A． $\frac14$ B． $\frac13$ C． $\frac12$ D． $\frac23$,画树状图法求概率的一般步骤,理解,知识点
Ocue1Mg1wtalmmC5OlU,哥德巴赫提出“每个大于2的偶数都可以表示为两个质数之和”的猜想，我国数学家陈景润在哥德巴赫猜想的研究中取得了世界领先的成果．在质数2，3，5中，随机选取两个不同的数，其和是偶数的概率是(   )A． $\frac14$ B． $\frac13$ C． $\frac12$ D． $\frac23$,选择合适的列举法求概率,分析,题型
oel38zauT7AiuIVb2JT,先化简，再求值： $(\frac{\mathrm a^2-9}{\mathrm a^2-2\mathrm a+1}\div\frac{\mathrm a-3}{\mathrm a-1}$  $-\frac1{\mathrm a-1})\cdot\frac1{\mathrm a+2}$ ，其中a=2.,分式的化简与求值,应用,题型
OK3fABJXFPf6Zs3WOJF,写出一个小于4的正无理数是　                   　．,无理数的定义,记忆,知识点
OpW6kGDMx6Yht9muSCu,广东省全力实施“百县千镇万村高质量发展工程”，2023年农产品进出口总额居全国首位，其中荔枝鲜果远销欧美．某果商以每吨2万元的价格收购早熟荔枝，销往国外，若按每吨5万元出售，平均每天可售出100吨．市场调查反映：如果每吨降价1万元，每天销售量相应增加50吨．该果商如何定价才能使每天的“利润”或“销售收入”最大？并求出其最大值．（题中“元”为人民币）,利用二次函数解决商品销售问题,应用,题型
oS64So61r4lJMZvcBWR,在反比例函数y $=\frac{4-k}x$ 的图象上有两点A（x<sub>1</sub>，y<sub>1</sub>），B（x<sub>2</sub>，y<sub>2</sub>），当x<sub>1</sub>＜0＜x<sub>2</sub>时，有y<sub>1</sub>＜y<sub>2</sub>，则k的取值范围是(   )A．k＜0B．k＞0 C．k＜4D．k＞4,点与反比例函数的图象的关系应用,应用,题型
oS64So61r4lJMZvcBWR,在反比例函数y $=\frac{4-k}x$ 的图象上有两点A（x<sub>1</sub>，y<sub>1</sub>），B（x<sub>2</sub>，y<sub>2</sub>），当x<sub>1</sub>＜0＜x<sub>2</sub>时，有y<sub>1</sub>＜y<sub>2</sub>，则k的取值范围是(   )A．k＜0B．k＞0 C．k＜4D．k＞4,根据反比例函数图象特点求参数,分析,题型
OsSPwfSvzsLAIPcOFpd,下列几何体中，三视图都是圆的是(   )A．长方体B．圆柱C．圆锥D．球,几何体三视图的识别与判断,理解,题型
OtK5p5aXDPHoLEsj2et,若一元二次方程x<sup>2</sup>﹣4x+3＝0的两个根是x<sub>1</sub>，x<sub>2</sub>，则x<sub>1</sub>•x<sub>2</sub>的值是 　               　．,用韦达定理求式子的值,应用,题型
OtK5p5aXDPHoLEsj2et,若一元二次方程x<sup>2</sup>﹣4x+3＝0的两个根是x<sub>1</sub>，x<sub>2</sub>，则x<sub>1</sub>•x<sub>2</sub>的值是 　               　．,一元二次方程的根与系数的关系（韦达定理）,理解,知识点
Ox5KwesfRDukRV9ILv2,因式分解：x<sup>2</sup>﹣1＝　                           　．,用公式法分解因式,应用,题型
p2HdCyAk6qcarAYUVyn,计算：3×（﹣1）+|﹣3|＝　            　．,有理数的四则运算,应用,题型
P6AglQHs6qDvuLpPJqD,下列运算正确的是(   )A.3a-2a=1B.a<sup>3</sup>·a<sup>5</sup>=a<sup>8</sup>C.a<sup>8</sup>÷2a<sup>2</sup>=2a<sup>4</sup>D.(3ab)<sup>2</sup>=6a<sup>2</sup>b<sup>2</sup>,同底数幂的乘法运算法则,理解,知识点
P6AglQHs6qDvuLpPJqD,下列运算正确的是(   )A.3a-2a=1B.a<sup>3</sup>·a<sup>5</sup>=a<sup>8</sup>C.a<sup>8</sup>÷2a<sup>2</sup>=2a<sup>4</sup>D.(3ab)<sup>2</sup>=6a<sup>2</sup>b<sup>2</sup>,幂的乘方运算法则,理解,知识点
P6AglQHs6qDvuLpPJqD,下列运算正确的是(   )A.3a-2a=1B.a<sup>3</sup>·a<sup>5</sup>=a<sup>8</sup>C.a<sup>8</sup>÷2a<sup>2</sup>=2a<sup>4</sup>D.(3ab)<sup>2</sup>=6a<sup>2</sup>b<sup>2</sup>,积的乘方运算法则,理解,知识点
P6AglQHs6qDvuLpPJqD,下列运算正确的是(   )A.3a-2a=1B.a<sup>3</sup>·a<sup>5</sup>=a<sup>8</sup>C.a<sup>8</sup>÷2a<sup>2</sup>=2a<sup>4</sup>D.(3ab)<sup>2</sup>=6a<sup>2</sup>b<sup>2</sup>,同底数幂的除法运算法则,理解,知识点
PAWsK3Ru8bWtQRf0Spp,计算：2<sup>﹣1</sup>+3<sup>0</sup>＝　           　．,零指数幂,记忆,知识点
PAWsK3Ru8bWtQRf0Spp,计算：2<sup>﹣1</sup>+3<sup>0</sup>＝　           　．,负整数指数幂,记忆,知识点
PAWsK3Ru8bWtQRf0Spp,计算：2<sup>﹣1</sup>+3<sup>0</sup>＝　           　．,实数的运算,应用,题型
PeaeSXOC1UdtrVIBeem,国家统计局2024年4月16日发布数据，今年第一季度国内生产总值接近300000亿元，同比增长5.3%，国家高质量发展取得新成效．将数据300000用科学记数法表示是(   )A．0.3×10<sup>5</sup> B．0.3×10<sup>6</sup> C．3×10<sup>5</sup> D．3×10<sup>6</sup>,科学记数法的定义,记忆,知识点
PeaeSXOC1UdtrVIBeem,国家统计局2024年4月16日发布数据，今年第一季度国内生产总值接近300000亿元，同比增长5.3%，国家高质量发展取得新成效．将数据300000用科学记数法表示是(   )A．0.3×10<sup>5</sup> B．0.3×10<sup>6</sup> C．3×10<sup>5</sup> D．3×10<sup>6</sup>,用科学记数法表示数及递用还原数,应用,题型
pFVKOXnDV8AK2WdOukb,计算： $\sqrt4=$ 　               　．,求一个数的算术平方根,应用,题型
PPAFnP4O9K1o0CWgww0,中国是世界上最早使用负数的国家．负数广泛应用到生产和生活中，例如，若零上3℃记作+3℃，则零下2℃记作 　         　℃．,正负数在实际生活中的应用,应用,题型
PQ8voxIomUojgMyeuoH,生物学中，描述、解释和预测种群数量的变化，常常需要建立数学模型．在营养和生存空间没有限制的情况下，某种细胞可通过分裂来繁殖后代，我们就用数学模型2<sup>n</sup>来表示．即：2<sup>1</sup>＝2，2<sup>2</sup>＝4，2<sup>3</sup>＝8，2<sup>4</sup>＝16，2<sup>5</sup>＝32，……，请你推算2<sup>2022</sup>的个位数字是(   )A．8B．6C．4D．2,数的规律问题,分析,题型
